-------------------------------------------------------------------------------------------------------------------------------------------------------------------
| News#  | Title Content                                                                                        | Match Words                 | Score | Polarity  |
| 1628   | PALL CORP SETS QUARTERLY DIVIDEND                                                                    |                             | 0     | neutral   |
| 1629   | JAPAN DIVISION OF LABOUR WITH ASIA URGED                                                             |                             | 0     | neutral   |
| 1630   | BOTSWANA APPEALS FOR DROUGHT AID                                                                     | drought                     | -1    | negative  |
| 1631   | U.K. GOVT TO INJECT 283 MLN STG INTO ROLLS ROYCE                                                     |                             | 0     | neutral   |
| 1632   | CALIFORNIA MOVES AGAINST KMG MAIN HURDMAN                                                            |                             | 0     | neutral   |
| 1633   | IRAN MOUNTS FRESH ATTACKS ON IRAQ NEAR BASRA                                                         | attacks, fresh              | 0     | neutral   |
| 1634   | OECD URGES GERMANY TO STEP UP AID                                                                    |                             | 0     | neutral   |
| 1635   | UNILEVER SEEKS BUYER FOR STAUFFER CHEMICAL                                                           |                             | 0     | neutral   |
| 1636   | ASEAN SHOWS MIXED PERFORMANCE IN 1986                                                                |                             | 0     | neutral   |
| 1637   | CONRAC CORP SAID IT HAS ENTERED TALKS ON ITS ACQUISITION WITH SEVERAL PARTIES                        |                             | 0     | neutral   |
| 1638   | BRITAIN, JAPAN CLASH OVER STOCK MARKET ACCESS                                                        | clash                       | -1    | negative  |
| 1639   | CANADIAN AIRLINES TO PURCHASE SIX BOEING 767 AIRCRAFT                                                |                             | 0     | neutral   |
| 1640   | ALLIED SIGNAL FIBERS UNIT SETS RESEARCH                                                              |                             | 0     | neutral   |
| 1641   | VARIAN GETS CORP> CONTRACT                                                                           |                             | 0     | neutral   |
| 1642   | SYSTEMS> GETS MORE FINANCING                                                                         |                             | 0     | neutral   |
| 1643   | CONRAC IN MERGER TALKS WITH SEVERAL                                                                  |                             | 0     | neutral   |
| 1644   | TOP FRENCH BANKER SEES CHINA FOREIGN DEBT VERY LOW                                                   | top, debt                   | 0     | neutral   |
| 1645   | JAPAN'S LDP URGES MORE IMPORTS OF 12 FARM ITEMS                                                      |                             | 0     | neutral   |
| 1646   | AUSTRALIAN UNIONS LAUNCH NEW SOUTH WALES STRIKES                                                     |                             | 0     | neutral   |
| 1647   | TANZANIA RAISES PRICES TO KEEP BUDGET DEFICIT DOWN                                                   | deficit                     | -1    | negative  |
| 1648   | COMPUTER RESEARCH INC 2ND QTR FEB 28 NET                                                             |                             | 0     | neutral   |
| 1649   | NMR CENTERS STARTS BUILDING IMAGE CENTER                                                             |                             | 0     | neutral   |
| 1650   | NO SPECIAL CHECKS AT GERMAN BANKS BECAUSE OF VW                                                      |                             | 0     | neutral   |
| 1651   | AUSTRALIAN FOREIGN SHIP BAN ENDS                                                                     |                             | 0     | neutral   |
